time,Flow,Tidal Vol,Lung Vol,Lung Press,
6.345514309,-4.357467639,293.4267198,2293.42672,5.456515265,
6.449572748,-3.510153215,286.7634614,2286.763461,5.403574127,
6.553631187,-2.843401959,281.3850139,2281.385014,5.359186281,
6.657689625,-2.316590524,277.0190989,2277.019099,5.321765682,
6.761748064,-1.898534896,273.4544724,2273.454472,5.290050262,
6.865806503,-1.565265153,270.5267719,2270.526772,5.263030089,
6.969864942,-1.298324263,268.1076965,2268.107697,5.239892481,
7.073923381,-1.083468546,266.0967372,2266.096737,5.219980063,
7.195167296,-0.884301866,264.1642099,2264.16421,5.200141657,
7.320183634,-0.723386964,262.5375457,2262.537546,5.182796846,
7.445199972,-0.596887276,261.2024763,2261.202476,5.168026983,
7.465472863,-0.579035834,261.009037,2261.009037,5.165841216,
7.465668935,-0.578790387,261.0071947,2261.007195,5.165820473,
7.465885915,-0.578226486,261.0051567,2261.005157,5.165798431,
7.466137862,-0.577353376,261.002791,2261.002791,5.165774325,
7.466449996,-0.575895301,260.9998617,2260.999862,5.165747462,
7.466855874,-0.573257368,260.9960552,2260.996055,5.165719421,
7.467418369,-0.567976853,260.9907859,2260.990786,5.165698797,
7.468217974,-0.557022714,260.9833112,2260.983311,5.165721023,
7.469031583,-0.54270648,260.9757332,2260.975733,5.165822115,
7.469291813,-0.537654297,260.973317,2260.973317,5.165872717,
7.46975205,-0.528232189,260.969055,2260.969055,5.165984901,
7.470923302,-0.501863922,260.9582863,2260.958286,5.16640564,
7.472217095,-0.469708366,260.9465587,2260.946559,5.167100705,
7.473539168,-0.434609228,260.93481,2260.93481,5.168057224,
7.474653539,-0.403736868,260.9251318,2260.925132,5.169049023,
7.476020358,-0.364486333,260.9135902,2260.91359,5.170485583,
7.477886704,-0.308492879,260.8985088,2260.898509,5.172817277,
7.483522484,-0.122431299,260.8589206,2260.858921,5.182228468,
7.488285252,0.054537697,260.83419,2260.83419,5.192713709,
7.49218412,0.220019135,260.8211791,2260.821179,5.202999555,
7.496520608,0.448618972,260.8157196,2260.81572,5.216759933,
7.501096683,0.759714301,260.8224111,2260.822411,5.235027042,
7.506881086,1.27477627,260.8542985,2260.854298,5.26558135,
7.513870751,2.080927472,260.9395045,2260.939505,5.316314864,
7.520675408,3.022849509,261.0874882,2261.087488,5.381387426,
7.527480064,4.062228704,261.3158107,2261.315811,5.460711348,
7.534653444,5.196043831,261.6579779,2261.657978,5.556496158,
7.542823743,6.450893451,262.1870015,2262.187001,5.674975092,
7.55215757,7.747468866,262.9786795,2262.97868,5.813748428,
7.565371413,9.268939772,264.4252516,2264.425252,6.001555936,
7.579506458,10.59131769,266.3434558,2266.343456,6.183453436,
7.594236908,11.84424001,268.6873927,2268.687393,6.359009252,
7.613381856,13.50685151,272.2029843,2272.202984,6.5859155,
7.641603747,16.1358297,278.3397965,2278.339796,6.946057015,
7.680039196,19.78959938,288.6072272,2288.607227,7.48708389,
7.740421237,25.438588,309.2255506,2309.225551,8.422504781,
7.796001198,30.79163161,333.0428168,2333.042817,9.392343997,
7.831654405,34.2813633,350.841206,2350.841206,10.07811331,
7.846873968,35.6625935,359.0413985,2359.041398,10.37949868,
7.860797334,36.90645128,366.8412481,2366.841248,10.65394373,
7.896821246,40.40080828,388.3618414,2388.361841,11.41235193,
7.956623704,46.18674556,428.5009986,2428.500999,12.76740462,
7.976011567,47.97383875,442.6927372,2442.692737,13.2230021,
8.019140456,52.1671814,476.3061842,2476.306184,14.28788037,
8.03545552,53.7229543,489.7688794,2489.768879,14.70602423,
8.040749614,54.02925621,494.2241976,2494.224198,14.83947201,
8.05326325,53.81217842,504.8759452,2504.875945,15.10710338,
8.070107026,52.57546833,519.2563406,2519.256341,15.3596187,
8.091670215,50.54497779,537.3414504,2537.34145,15.57809344,
8.124081193,47.40283655,563.3634964,2563.363496,15.82036531,
8.201479972,40.02835222,619.1264023,2619.126402,16.2366957,
8.235932943,36.70602262,641.0281996,2641.0282,16.36065814,
8.282206413,32.29619922,667.5822183,2667.582218,16.47248734,
8.31854393,28.88897395,686.1540439,2686.154044,16.52215563,
8.355150562,25.44005314,702.86919,2702.86919,16.5385705,
8.396487759,21.40795217,719.2993722,2719.299372,16.49819659,
8.456149811,15.56985995,738.3254494,2738.325449,16.33997061,
8.50370129,11.0466235,749.5360754,2749.536075,16.1429799,
8.544934925,7.201845875,756.4890893,2756.489089,15.9252823,
8.564101684,5.353372086,758.8560451,2758.856045,15.80541876,
8.582465878,3.57930373,760.5977478,2760.597748,15.67680046,
8.599603368,2.010022103,761.7581884,2761.758188,15.55060291,
8.603405257,1.678782277,761.9562066,2761.956207,15.52236223,
8.603722108,1.651560873,761.971756,2761.971756,15.52001012,
8.604056451,1.623152767,761.9880055,2761.988006,15.51752936,
8.604390793,1.595281952,762.0040929,2762.004093,15.51505111,
8.604725136,1.568087331,762.0200184,2762.020018,15.51257692,
8.605059479,1.541652019,762.0357825,2762.035783,15.51010846,
8.605409258,1.514856644,762.0521022,2762.052102,15.50753401,
8.605810717,1.485210365,762.0706169,2762.070617,15.50459166,
8.606280652,1.452003909,762.0919978,2762.091998,15.50116786,
8.60683307,1.414971766,762.1167317,2762.116732,15.49717653,
8.607490197,1.373587949,762.1455974,2762.145597,15.49248336,
8.608301343,1.326190697,762.1804064,2762.180406,15.48678403,
8.609392754,1.268155269,762.2258381,2762.225838,15.47929997,
8.611054775,1.190524492,762.2920271,2762.292027,15.46835502,
8.614405512,1.064183285,762.4151596,2762.41516,15.44808942,
8.619000037,0.935461678,762.5640161,2762.564016,15.42423781,
8.624420949,0.824396306,762.7146605,2762.714661,15.40137744,
8.631124798,0.723147351,762.8710981,2762.871098,15.37951045,
8.638840659,0.636712849,763.0198041,2763.019804,15.36088029,
8.647471334,0.567333428,763.1566538,2763.156654,15.34595972,
8.656737727,0.51816244,763.2785508,2763.278551,15.33495009,
8.667058887,0.483740208,763.393109,2763.393109,15.32704195,
8.678880541,0.458241673,763.5060837,2763.506084,15.32172138,
8.692645128,0.43775286,763.622064,2763.622064,15.31854915,
8.7034059,0.423926925,763.7051772,2763.705177,15.31735442,
8.703405979,0.42392682,763.7051778,2763.705178,15.31735442,
8.703406155,0.42392659,763.7051791,2763.705179,15.3173544,
8.703407159,0.423925259,763.7051866,2763.705187,15.31735432,
8.703471174,0.423492609,763.7056659,2763.705666,15.31734874,
8.703599881,0.413584242,763.7066289,2763.706629,15.31732137,
8.70375876,0.352099344,763.7078162,2763.707816,15.31717748,
8.703880012,0.243541559,763.70872,2763.70872,15.31689768,
8.703958325,0.136687213,763.7093015,2763.709302,15.31659587,
8.704027998,0.031520393,763.7098167,2763.709817,15.31625492,
8.704056441,-0.01307938,763.7100262,2763.710026,15.31609709,
8.704117344,-0.110845588,763.710473,2763.710473,15.31572381,
8.70423899,-0.308925909,763.7113564,2763.711356,15.31484218,
8.704336403,-0.464987953,763.7120532,2763.712053,15.31401715,
8.704446256,-0.636386554,763.712825,2763.712825,15.31296897,
8.704707915,-1.026608011,763.7145904,2763.71459,15.31001082,
8.705433624,-2.09438937,763.7187304,2763.71873,15.29848176,
8.706982502,-4.362719819,763.7215439,2763.721544,15.25870368,
8.708648034,-6.788212151,763.7104817,2763.710482,15.19537386,
8.710397948,-9.321538422,763.6770365,2763.677036,15.10895754,
8.712640181,-12.55148544,763.5926645,2763.592665,14.97282272,
8.715521205,-16.6851117,763.4011161,2763.401116,14.76294625,
8.71891685,-21.43619962,763.0342909,2763.034291,14.47587103,
8.722225928,-25.80022393,762.5119519,2762.511952,14.16677119,
8.726317889,-30.93802293,761.6238678,2761.623868,13.75575429,
8.732236658,-37.6632369,759.8448271,2759.844827,13.12815543,
8.737668672,-43.01506374,757.6957961,2757.695796,12.54929057,
8.741383336,-45.69381452,755.9515585,2755.951559,12.17337407,
8.746687203,-47.93691124,753.113853,2753.113853,11.70158806,
8.753692652,-49.37275221,748.8590092,2748.859009,11.20371591,
8.762086471,-50.07549238,743.2199903,2743.21999,10.76297951,
8.772120835,-50.45958909,735.9879192,2735.987919,10.38098925,
8.783329564,-50.63421079,727.5354413,2727.535441,10.06075389,
8.797857357,-50.29481197,716.2666069,2716.266607,9.744470111,
8.814760243,-49.03215642,703.0385182,2703.038518,9.49718236,
8.834950551,-47.38078239,687.4527585,2687.452758,9.291578154,
8.866623362,-44.99630708,663.8584509,2663.858451,9.02982543,
8.939872323,-40.10951494,613.5145851,2613.514585,8.490855343,
9.068011951,-32.60904719,538.2940375,2538.294038,7.702530854,
9.146972267,-28.64172251,499.1589272,2499.158927,7.29672218,
9.209554144,-26.06400667,471.4711955,2471.471195,6.989451699,
9.281710245,-23.36498256,442.6104893,2442.610489,6.662974016,
9.398963311,-19.0579449,402.2204499,2402.22045,6.249888078,
9.500127525,-15.39937311,373.7931317,2373.793132,6.01866875,
9.576841046,-12.90190344,356.0513441,2356.051344,5.898440497,
9.686037311,-10.0445671,335.6344658,2335.634466,5.761162201,
9.793078349,-7.894395062,319.9887332,2319.988733,5.652269784,
9.900119387,-6.233864552,307.6705043,2307.670504,5.563434164,
10.00716042,-4.947956148,297.9249339,2297.924934,5.490487882,
10.11420146,-3.948970774,290.1740327,2290.174033,5.430191513,
10.2212425,-3.169941453,283.9749356,2283.974936,5.380046603,
